[Header]
Application Name	LabSolutions
Version	5.73
Data File Name	C:\LabSolutions\Data\Project1\stephen\2016-01-11\control_biphenyl.gcd
Output Date	1/11/2016
Output Time	1:18:02 PM

[Configuration]
Instrument Name	WEISSTA-PC-Instrument1
Instrument #	1
Line #	1
# of Detectors	1
Detector ID	DET#2
Detector Name	DFID1
# of Channels	1

[Chromatogram (Ch1)]
Interval(msec)	40
# of Points	9600
Start Time(min)	0.000
End Time(min)	6.399
R.Time (min)	Intensity
0.00000	-58
0.00067	-58
0.00133	-58
0.00200	-58
0.00267	-58
0.00333	-58
0.00400	-57
0.00467	-57
0.00533	-57
0.00600	-57
0.00667	-56
0.00733	-56
0.00800	-55
0.00867	-54
0.00933	-53
0.01000	-51
0.01067	-49
0.01133	-47
0.01200	-44
0.01267	-42
0.01333	-38
0.01400	-35
0.01467	-31
0.01533	-27
0.01600	-23
0.01667	-18
0.01733	-13
0.01800	-8
0.01867	-2
0.01933	3
0.02000	9
0.02067	16
0.02133	22
0.02200	28
0.02267	35
0.02333	42
0.02400	49
0.02467	56
0.02533	63
0.02600	70
0.02667	77
0.02733	84
0.02800	91
0.02867	98
0.02933	105
0.03000	112
0.03067	119
0.03133	126
0.03200	132
0.03267	139
0.03333	145
0.03400	151
0.03467	157
0.03533	163
0.03600	169
0.03667	175
0.03733	180
0.03800	186
0.03867	191
0.03933	197
0.04000	202
0.04067	207
0.04133	212
0.04200	217
0.04267	222
0.04333	227
0.04400	232
0.04467	237
0.04533	242
0.04600	247
0.04667	252
0.04733	257
0.04800	261
0.04867	266
0.04933	271
0.05000	276
0.05067	281
0.05133	286
0.05200	291
0.05267	296
0.05333	301
0.05400	306
0.05467	311
0.05533	316
0.05600	321
0.05667	326
0.05733	331
0.05800	336
0.05867	341
0.05933	346
0.06000	351
0.06067	356
0.06133	361
0.06200	366
0.06267	371
0.06333	376
0.06400	380
0.06467	385
0.06533	390
0.06600	395
0.06667	399
0.06733	404
0.06800	408
0.06867	413
0.06933	417
0.07000	421
0.07067	425
0.07133	429
0.07200	433
0.07267	437
0.07333	440
0.07400	444
0.07467	447
0.07533	451
0.07600	454
0.07667	457
0.07733	460
0.07800	463
0.07867	466
0.07933	470
0.08000	477
0.08067	489
0.08133	507
0.08200	538
0.08267	584
0.08333	647
0.08400	730
0.08467	834
0.08533	961
0.08600	1109
0.08667	1278
0.08733	1466
0.08800	1682
0.08867	1933
0.08933	2216
0.09000	2510
0.09067	2819
0.09133	3177
0.09200	3563
0.09267	3966
0.09333	4394
0.09400	4850
0.09467	5329
0.09533	5825
0.09600	6324
0.09667	6825
0.09733	7332
0.09800	7828
0.09867	8321
0.09933	8808
0.10000	9294
0.10067	9767
0.10133	10223
0.10200	10665
0.10267	11090
0.10333	11511
0.10400	11931
0.10467	12338
0.10533	12724
0.10600	13088
0.10667	13451
0.10733	13809
0.10800	14145
0.10867	14451
0.10933	14733
0.11000	14996
0.11067	15235
0.11133	15449
0.11200	15640
0.11267	15811
0.11333	15962
0.11400	16094
0.11467	16214
0.11533	16324
0.11600	16418
0.11667	16499
0.11733	16566
0.11800	16618
0.11867	16651
0.11933	16673
0.12000	16692
0.12067	16697
0.12133	16708
0.12200	16886
0.12267	17947
0.12333	22235
0.12400	35768
0.12467	71412
0.12533	153233
0.12600	319520
0.12667	619856
0.12733	1109040
0.12800	1841113
0.12867	2866072
0.12933	4224931
0.13000	5947980
0.13067	8052678
0.13133	10545887
0.13200	13425041
0.13267	16680877
0.13333	20298372
0.13400	24258833
0.13467	28540900
0.13533	33121768
0.13600	37977531
0.13667	43084126
0.13733	48417552
0.13800	53954092
0.13867	59671086
0.13933	65546962
0.14000	71561634
0.14067	77696091
0.14133	83932334
0.14200	90253181
0.14267	96642705
0.14333	103086233
0.14400	109570159
0.14467	116081524
0.14533	122608312
0.14600	129139370
0.14667	135664099
0.14733	142172752
0.14800	148656183
0.14867	155106221
0.14933	161515576
0.15000	167876625
0.15067	174183122
0.15133	180429275
0.15200	186609322
0.15267	192718068
0.15333	198750901
0.15400	204703820
0.15467	210573110
0.15533	216355374
0.15600	222047351
0.15667	227646448
0.15733	233150681
0.15800	238557955
0.15867	243866315
0.15933	249074061
0.16000	254179947
0.16067	259183195
0.16133	264083321
0.16200	268879795
0.16267	273571999
0.16333	278159450
0.16400	282642253
0.16467	287020694
0.16533	291294871
0.16600	295464858
0.16667	299531295
0.16733	303494781
0.16800	307356317
0.16867	311116622
0.16933	314776328
0.17000	318336506
0.17067	321798482
0.17133	325163425
0.17200	328432403
0.17267	331606585
0.17333	334687435
0.17400	337676463
0.17467	340575403
0.17533	343385969
0.17600	346109636
0.17667	348747833
0.17733	351301416
0.17800	353769996
0.17867	356151770
0.17933	358445215
0.18000	360636743
0.18067	362675052
0.18133	364494779
0.18200	366073413
0.18267	367416592
0.18333	368534924
0.18400	369438343
0.18467	370135888
0.18533	370635682
0.18600	370945246
0.18667	371071334
0.18733	371019890
0.18800	370795978
0.18867	370403959
0.18933	369847436
0.19000	369129463
0.19067	368252857
0.19133	367219906
0.19200	366032796
0.19267	364693270
0.19333	363203172
0.19400	361563914
0.19467	359777208
0.19533	357844597
0.19600	355767862
0.19667	353548608
0.19733	351188844
0.19800	348690496
0.19867	346055961
0.19933	343287669
0.20000	340388560
0.20067	337361606
0.20133	334210317
0.20200	330938304
0.20267	327549639
0.20333	324048640
0.20400	320440018
0.20467	316728796
0.20533	312920266
0.20600	309020053
0.20667	305034022
0.20733	300968240
0.20800	296828938
0.20867	292622599
0.20933	288355688
0.21000	284034768
0.21067	279666327
0.21133	275256879
0.21200	270812790
0.21267	266340363
0.21333	261845693
0.21400	257334728
0.21467	252813171
0.21533	248286551
0.21600	243760145
0.21667	239239002
0.21733	234727901
0.21800	230231394
0.21867	225753773
0.21933	221299090
0.22000	216871145
0.22067	212473493
0.22133	208109455
0.22200	203782120
0.22267	199494360
0.22333	195248820
0.22400	191047933
0.22467	186893928
0.22533	182788843
0.22600	178734525
0.22667	174732644
0.22733	170784691
0.22800	166892001
0.22867	163055747
0.22933	159276967
0.23000	155556547
0.23067	151895243
0.23133	148293680
0.23200	144752372
0.23267	141271718
0.23333	137852016
0.23400	134493466
0.23467	131196174
0.23533	127960157
0.23600	124785352
0.23667	121671622
0.23733	118618762
0.23800	115626501
0.23867	112694508
0.23933	109822397
0.24000	107009730
0.24067	104256021
0.24133	101560740
0.24200	98923317
0.24267	96343148
0.24333	93819595
0.24400	91351989
0.24467	88939637
0.24533	86581820
0.24600	84277797
0.24667	82026809
0.24733	79828078
0.24800	77680815
0.24867	75584218
0.24933	73537474
0.25000	71539759
0.25067	69590246
0.25133	67688101
0.25200	65832484
0.25267	64022554
0.25333	62257468
0.25400	60536386
0.25467	58858467
0.25533	57222871
0.25600	55628763
0.25667	54075310
0.25733	52561687
0.25800	51087074
0.25867	49650656
0.25933	48251626
0.26000	46889182
0.26067	45562531
0.26133	44270887
0.26200	43013474
0.26267	41789528
0.26333	40598293
0.26400	39439023
0.26467	38310981
0.26533	37213442
0.26600	36145692
0.26667	35107030
0.26733	34096762
0.26800	33114209
0.26867	32158700
0.26933	31229577
0.27000	30326195
0.27067	29447919
0.27133	28594127
0.27200	27764206
0.27267	26957557
0.27333	26173591
0.27400	25411733
0.27467	24671417
0.27533	23952090
0.27600	23253210
0.27667	22574246
0.27733	21914677
0.27800	21273996
0.27867	20651704
0.27933	20047314
0.28000	19460351
0.28067	18890350
0.28133	18336856
0.28200	17799424
0.28267	17277619
0.28333	16771018
0.28400	16279208
0.28467	15801783
0.28533	15338349
0.28600	14888520
0.28667	14451918
0.28733	14028178
0.28800	13616942
0.28867	13217859
0.28933	12830589
0.29000	12454800
0.29067	12090171
0.29133	11736384
0.29200	11393133
0.29267	11060118
0.29333	10737047
0.29400	10423637
0.29467	10119609
0.29533	9824695
0.29600	9538629
0.29667	9261158
0.29733	8992032
0.29800	8731009
0.29867	8477853
0.29933	8232335
0.30000	7994232
0.30067	7763326
0.30133	7539406
0.30200	7322267
0.30267	7111708
0.30333	6907534
0.30400	6709557
0.30467	6517592
0.30533	6331461
0.30600	6150990
0.30667	5976011
0.30733	5806358
0.30800	5641874
0.30867	5482402
0.30933	5327793
0.31000	5177899
0.31067	5032578
0.31133	4891693
0.31200	4755109
0.31267	4622696
0.31333	4494327
0.31400	4369880
0.31467	4249237
0.31533	4132281
0.31600	4018899
0.31667	3908984
0.31733	3802429
0.31800	3699131
0.31867	3598991
0.31933	3501913
0.32000	3407801
0.32067	3316566
0.32133	3228117
0.32200	3142369
0.32267	3059239
0.32333	2978644
0.32400	2900508
0.32467	2824753
0.32533	2751304
0.32600	2680092
0.32667	2611046
0.32733	2544099
0.32800	2479186
0.32867	2416243
0.32933	2355209
0.33000	2296023
0.33067	2238628
0.33133	2182969
0.33200	2128991
0.33267	2076642
0.33333	2025870
0.33400	1976626
0.33467	1928861
0.33533	1882529
0.33600	1837586
0.33667	1793988
0.33733	1751692
0.33800	1710657
0.33867	1670844
0.33933	1632215
0.34000	1594731
0.34067	1558358
0.34133	1523060
0.34200	1488804
0.34267	1455557
0.34333	1423287
0.34400	1391963
0.34467	1361557
0.34533	1332039
0.34600	1303381
0.34667	1275557
0.34733	1248539
0.34800	1222303
0.34867	1196824
0.34933	1172078
0.35000	1148042
0.35067	1124693
0.35133	1102010
0.35200	1079972
0.35267	1058558
0.35333	1037749
0.35400	1017525
0.35467	997868
0.35533	978761
0.35600	960185
0.35667	942124
0.35733	924563
0.35800	907485
0.35867	890875
0.35933	874719
0.36000	859002
0.36067	843711
0.36133	828833
0.36200	814355
0.36267	800264
0.36333	786549
0.36400	773197
0.36467	760196
0.36533	747538
0.36600	735210
0.36667	723202
0.36733	711505
0.36800	700109
0.36867	689005
0.36933	678184
0.37000	667637
0.37067	657356
0.37133	647333
0.37200	637561
0.37267	628030
0.37333	618734
0.37400	609666
0.37467	600819
0.37533	592187
0.37600	583762
0.37667	575538
0.37733	567511
0.37800	559672
0.37867	552018
0.37933	544541
0.38000	537238
0.38067	530103
0.38133	523132
0.38200	516318
0.38267	509658
0.38333	503147
0.38400	496780
0.38467	490554
0.38533	484464
0.38600	478507
0.38667	472679
0.38733	466976
0.38800	461394
0.38867	455930
0.38933	450581
0.39000	445343
0.39067	440214
0.39133	435190
0.39200	430269
0.39267	425446
0.39333	420721
0.39400	416089
0.39467	411548
0.39533	407096
0.39600	402731
0.39667	398450
0.39733	394251
0.39800	390132
0.39867	386091
0.39933	382125
0.40000	378232
0.40067	374412
0.40133	370661
0.40200	366979
0.40267	363362
0.40333	359809
0.40400	356320
0.40467	352891
0.40533	349522
0.40600	346211
0.40667	342956
0.40733	339756
0.40800	336609
0.40867	333515
0.40933	330472
0.41000	327479
0.41067	324534
0.41133	321637
0.41200	318786
0.41267	315981
0.41333	313219
0.41400	310501
0.41467	307824
0.41533	305189
0.41600	302593
0.41667	300037
0.41733	297518
0.41800	295037
0.41867	292593
0.41933	290184
0.42000	287811
0.42067	285472
0.42133	283167
0.42200	280894
0.42267	278653
0.42333	276444
0.42400	274265
0.42467	272117
0.42533	269998
0.42600	267907
0.42667	265845
0.42733	263809
0.42800	261801
0.42867	259818
0.42933	257861
0.43000	255929
0.43067	254022
0.43133	252139
0.43200	250280
0.43267	248443
0.43333	246629
0.43400	244837
0.43467	243067
0.43533	241319
0.43600	239591
0.43667	237885
0.43733	236198
0.43800	234532
0.43867	232885
0.43933	231257
0.44000	229648
0.44067	228058
0.44133	226486
0.44200	224931
0.44267	223395
0.44333	221875
0.44400	220372
0.44467	218886
0.44533	217416
0.44600	215963
0.44667	214525
0.44733	213103
0.44800	211697
0.44867	210305
0.44933	208928
0.45000	207566
0.45067	206219
0.45133	204885
0.45200	203566
0.45267	202261
0.45333	200970
0.45400	199692
0.45467	198427
0.45533	197175
0.45600	195936
0.45667	194710
0.45733	193496
0.45800	192294
0.45867	191105
0.45933	189928
0.46000	188762
0.46067	187608
0.46133	186466
0.46200	185335
0.46267	184215
0.46333	183107
0.46400	182009
0.46467	180923
0.46533	179847
0.46600	178782
0.46667	177728
0.46733	176685
0.46800	175651
0.46867	174628
0.46933	173616
0.47000	172613
0.47067	171620
0.47133	170638
0.47200	169664
0.47267	168700
0.47333	167746
0.47400	166801
0.47467	165865
0.47533	164938
0.47600	164019
0.47667	163109
0.47733	162206
0.47800	161312
0.47867	160426
0.47933	159548
0.48000	158677
0.48067	157814
0.48133	156958
0.48200	156110
0.48267	155269
0.48333	154435
0.48400	153609
0.48467	152789
0.48533	151977
0.48600	151171
0.48667	150372
0.48733	149579
0.48800	148793
0.48867	148014
0.48933	147242
0.49000	146476
0.49067	145716
0.49133	144963
0.49200	144216
0.49267	143475
0.49333	142740
0.49400	142011
0.49467	141289
0.49533	140572
0.49600	139861
0.49667	139156
0.49733	138457
0.49800	137764
0.49867	137076
0.49933	136394
0.50000	135718
0.50067	135047
0.50133	134382
0.50200	133722
0.50267	133067
0.50333	132418
0.50400	131773
0.50467	131134
0.50533	130500
0.50600	129871
0.50667	129247
0.50733	128628
0.50800	128013
0.50867	127404
0.50933	126799
0.51000	126199
0.51067	125603
